tick,N,M,act_id,clamp_hard,mu,eps,backsum,back0,back_last,theta0,theta_last,bias,x_state,x_i,x_obs,back_in0
1,64,1,0,0,0.099570006,0.200430006,-0.017999999,-0.001603440,0.000801720,-0.009102365,0.004601290,0.110021502,0.278156996,0.278156996,0.600000024,-0.017999999
2,64,1,0,0,0.108923182,0.169233814,0.004500000,-0.001540428,0.000778694,-0.008636972,0.004347439,0.118483193,0.261683613,0.261683613,0.600000024,0.004500000
