tick,N,M,act_id,clamp_hard,mu,eps,backsum,back0,back_last,theta0,theta_last,bias,x_state,x_i,x_obs,back_in0
1,64,64,0,0,0.099570006,0.200430006,-0.083999999,-0.001603440,0.000801720,-0.009102365,0.004601290,0.110021502,0.271557003,0.271557003,0.600000024,-0.017999999
2,64,64,0,0,0.108923182,0.162633821,0.021000000,-0.001480352,0.000748325,-0.008655122,0.004357339,0.118153192,0.257393628,0.257393628,0.600000024,0.004500000
