tick,N,M,act_id,clamp_hard,mu,eps,backsum,back0,back_last,theta0,theta_last,bias,x_state,x_i,x_obs,back_in0
1,1,256,0,0,0.100880004,0.199120015,-0.089999996,-0.001592960,-0.001592960,-0.009095160,-0.009095160,0.109956004,0.271088004,0.271088004,0.600000024,-0.017999999
2,1,256,0,0,0.109455772,0.161632240,0.022499999,-0.001470071,-0.001470071,-0.008650672,-0.008650672,0.118037619,0.257174790,0.257174790,0.600000024,0.004500000
