tick,N,M,act_id,clamp_hard,mu,eps,backsum,back0,back_last,theta0,theta_last,bias,x_state,x_i,x_obs,back_in0
1,1,128,0,0,0.100880004,0.199120015,-0.070000000,-0.001592960,-0.001592960,-0.009095160,-0.009095160,0.109956004,0.273088008,0.273088008,0.600000024,-0.017999999
2,1,128,0,0,0.109455772,0.163632244,0.017500000,-0.001488262,-0.001488262,-0.008645171,-0.008645171,0.118137613,0.258474797,0.258474797,0.600000024,0.004500000
