tick,N,M,act_id,clamp_hard,mu,eps,backsum,back0,back_last,theta0,theta_last,bias,x_state,x_i,x_obs,back_in0
1,128,1,0,0,0.099880002,0.200120002,-0.017999999,-0.001600960,0.000000000,-0.009100661,0.000100060,0.110006005,0.278188020,0.278188020,0.600000024,-0.017999999
2,128,1,0,0,0.107280836,0.170907184,0.004500000,-0.001555368,0.000017101,-0.008630666,0.000057333,0.118551366,0.261547297,0.261547297,0.600000024,0.004500000
