-0.0917279869 0.102141365 -0.11224626 0.461275995 0.45538643 0.286806524 -0.314073086 0.344323754 -1.63321996 -0.777263165 -0.74884814 -13.1788902 17.2133465 -4.04299355 -1.64401269 -2.73064303 -0.668834031 -0.942000985 -0.518343866 -0.713956237 0.553535879 -0.603591561 0.821276426 -1.4133085
-0.114083208 0.107470073 -0.257341057 0.039536152 -0.316470563 0.25854978 -0.174398765 -0.533820927 -0.953596115 -0.451114357 1.45702541 -9.93842697 2.55345917 -2.6955049 7.81338739 -4.25566483 -1.1720649 0.841940939 -0.668936551 -0.430559844 -0.692773223 -0.769019902 -0.957703948 -1.02081537
-0.120262884 0.0736131817 -0.134815112 0.0918086097 0.194730774 -0.041342169 -0.0895204991 -0.231325358 0.276574612 0.184999093 0.615424275 11.9258995 -3.96042418 -1.81961858 4.61776972 8.34311867 -6.78496361 0.469786316 -0.595190823 0.389596254 0.72143811 -0.735794306 0.228759483 0.0728726909
-0.103503488 0.00502641592 -0.0972948298 0.0614917427 -0.210033327 -0.212591305 0.133366242 -0.0509710126 -0.59380579 -0.406545997 -1.32159483 -5.37196779 11.9582014 8.24716091 -2.36759663 6.5091629 -8.97756195 -0.954575837 -0.819904268 0.444718689 -0.0762455389 -0.677456439 0.00208955025 -0.714530349
-0.0865894407 0.0520047434 0.191613972 -0.424932778 -0.447723597 -0.017217217 -0.115719043 0.221194893 -0.851600587 -0.269973367 -0.504101694 -0.825492084 -4.86323881 1.21463692 -3.54447126 -1.87388122 2.64792991 0.114064306 0.567796409 0.32862708 -0.187226281 0.628040791 -0.666054189 -0.941539228
-0.0517437458 0.164035395 -0.175729707 -0.760052085 -0.438237429 -0.126764745 -0.218137592 0.258624643 -1.24762893 0.914842784 -1.39957058 6.74363279 -15.1746283 1.09281635 -10.0934076 10.0757475 -0.3345851 -0.522894382 0.69881767 -0.885536134 0.601927698 0.85559088 0.544216812 -1.02620804
-0.0574095771 0.0231204852 0.116138265 -0.186336562 0.0344010927 -0.0442689545 0.306083679 -0.256702423 -0.973829329 2.32218957 1.26985335 2.72972178 -13.1417179 4.75405073 -12.4137993 8.42637539 1.63705575 -0.0680296943 0.0452635512 0.527846754 0.598489404 -0.0156935696 0.199186876 -0.7738235
-0.0770702511 0.0266688634 0.284836859 0.194537044 -0.157419115 0.135698572 -0.279561043 0.54175061 -0.265059143 -1.09280181 -1.16101682 2.30010486 7.51687574 -12.0633993 -4.24322701 4.25179243 -0.522442639 0.287730247 0.64552325 -0.1131716 -0.545522571 0.109169573 -0.872365475 -0.972193062
-0.061414849 -0.121578276 0.0223861542 0.208790809 0.577547133 -0.298996419 -0.359912962 -0.18307817 0.0729956105 -0.0139803914 1.38510382 -4.6037221 -1.76820719 12.1382456 4.12099504 -12.9425535 2.22037315 -0.915298879 0.768291414 0.419156581 -0.65374428 -0.816558003 -0.632933557 -0.754257023
-0.117300399 -0.0516773351 -0.0232576728 0.405813158 0.0557522401 0.383174598 -0.534242153 0.386750251 -0.506865382 -0.754068553 0.219686121 -4.48302126 -1.27144897 12.3325748 -0.768310189 -2.49317598 10.549696 -0.539572001 -0.925174892 0.109704942 -0.258155435 0.659579515 0.616502941 -0.795591593
-0.0271545146 0.0423575491 -0.223227039 0.202347949 -0.114847593 -0.0601460226 -0.152236372 0.446683705 -0.658234537 0.732392669 -0.594987273 -2.58985853 8.22430038 -9.80200195 0.602225006 -2.93022847 -1.25013721 -0.670784354 -0.910178781 -0.129805878 0.984751105 0.783354521 0.497216046 -0.47125119
-0.114083208 0.107470073 -0.257341057 0.039536152 -0.316470563 0.25854978 -0.174398765 -0.533820927 -0.953596115 -0.451114357 1.45702541 -9.93842697 2.55345917 -2.6955049 7.81338739 -4.25566483 -1.1720649 0.841940939 -0.668936551 -0.430559844 -0.692773223 -0.769019902 -0.957703948 -1.02118993
