tick,K,N,M,act_id,x0,x_last,back00,back0_last,backlast0,backlast_last,backnk00,backnk_last_last,theta00,theta_last,bias0,bias_last
1,8,256,1,0,-0.001800000,-0.001400000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2,8,256,1,0,-0.001170000,-0.000910000,-0.000000000,-0.000000000,-0.000000000,-0.000000000,-0.000000000,-0.000000000,-0.000004950,-0.000003150,-0.000090000,-0.000070000
