episode,reward,avg10,eval_reward,critic_loss,actor_loss,steps,replay_size
106,-118.35012571442226,-108.66981761598284,,0.3433693684078753,4.250215849876404,21200,21200
107,-369.4357129156246,-145.51844365530175,,0.44057910840027037,4.199954509735107,21400,21400
108,-120.15522947826749,-145.3357714335296,,0.47344751087017356,4.146897783279419,21600,21600
109,-230.94999671839219,-155.7450221705247,,0.4186438985262066,3.989380753040314,21800,21800
110,-121.72887847023996,-156.10100853282603,-76.69132475816991,0.4148980647046119,4.048136723041535,22000,22000
111,-122.59233645380772,-156.4734974492064,,0.395057165985927,4.052630343437195,22200,22200
112,-341.59170880832727,-166.65953860149574,,0.44023606354370715,4.082110469341278,22400,22400
113,-116.00507619545446,-165.77910518722794,,0.47062019396573307,3.7914406490325927,22600,22600
114,-115.74768560624884,-165.70543571242564,,0.37768391870893536,3.8921541380882263,22800,22800
115,-412.9526531434085,-206.9509403504193,,0.35303617039695384,3.8192443466186523,23000,23000
116,-257.8542792148387,-220.90135570046095,,0.33751281649805603,3.7897976064682006,23200,23200
117,-239.03500595371014,-207.86128500426952,,0.36183299045078454,3.7792016458511353,23400,23400
118,-121.82782537555754,-208.02854459399856,,0.42322133512236176,3.6559677290916444,23600,23600
119,-232.26930954475264,-208.16047587663456,,0.4137502109538764,3.67211909532547,23800,23800
120,-122.73329918955992,-208.26091794856657,-194.2535762807173,0.4790749072469771,3.5418686366081236,24000,24000
121,-0.7564493207985186,-196.07732923526564,,0.43009777332656085,3.483701272010803,24200,24200
122,-0.16007341408893716,-161.9341656958418,,0.36901069520041346,3.51114816904068,24400,24400
123,-121.40667715282106,-162.47432579157845,,0.41439952282235026,3.4144161224365233,24600,24600
124,-227.93330480377588,-173.69288771133117,,0.45827842596918344,3.430936417579651,24800,24800
125,-0.5242262918607189,-132.45004502617638,,0.3442192365415394,3.3077429604530333,25000,25000
126,-0.19717755323518113,-106.68433486001607,,0.3850537827052176,3.3134370946884157,25200,25200
127,-240.77852900922207,-106.85868716556725,,0.3460622533876449,3.1423663759231566,25400,25400
128,-125.069528795039,-107.18285750751541,,0.31016272347420454,3.195599217414856,25600,25600
129,-126.45673962035751,-96.60160051507589,,0.38586979321204123,3.0803491747379304,25800,25800
130,-127.39008784644766,-97.06727938076466,-82.18092422621253,0.31895826959051193,3.0548080253601073,26000,26000
131,-1.5404341020220633,-97.14567785888701,,0.29919436493888496,3.0158858454227446,26200,26200
132,-124.9239170739579,-109.62206222487391,,0.33697861958295106,3.0246920692920685,26400,26400
133,-1.0150132406124712,-97.58289583365305,,0.37668317938223483,2.941063961982727,26600,26600
134,-121.46760127154961,-86.93632548043041,,0.3878979258239269,2.835796765089035,26800,26800
135,-237.568776285742,-110.64078047981855,,0.3065449957922101,2.8666225934028624,27000,27000
136,-1.3105672749865938,-110.75211945199369,,0.3345647689606994,2.6978202521800996,27200,27200
137,-126.27819858449254,-99.30208640952074,,0.28034696376882495,2.792291135787964,27400,27400
138,-229.53634571037514,-109.74876810105434,,0.3215316478069872,2.605703054666519,27600,27600
139,-235.54496150162367,-120.65759028918096,,0.3514156315289438,2.66123405456543,27800,27800
140,-0.7452013952676908,-107.99310164406297,-88.07881476482625,0.3000759745016694,2.638058899641037,28000,28000
141,-239.04535619149985,-131.74359385301074,,0.29604226755909624,2.6197950756549835,28200,28200
142,-121.83949019218153,-131.43515116483312,,0.37010330306366085,2.5653280067443847,28400,28400
143,-113.54075597405877,-142.68772543817775,,0.3941664784494787,2.4544551956653593,28600,28600
144,-113.48715158510633,-141.8896804695334,,0.2133717206120491,2.436354740858078,28800,28800
145,-1.4945869543313157,-118.28226153639234,,0.43742060110904274,2.4585166454315184,29000,29000
146,-117.03427430885134,-129.85463223977882,,0.26074024526402356,2.2496233117580413,29200,29200
147,-126.18398924502185,-129.84521130583175,,0.3991947361920029,2.25379896402359,29400,29400
148,-123.2176251785212,-119.21333925264636,,0.34136254804208876,2.241773356795311,29600,29600
149,-225.9575813870071,-118.2546012411847,,0.3789802200999111,2.168041660785675,29800,29800
150,-116.16265063853209,-129.79634616551112,-199.48922423574615,0.379081176398322,2.1630948328971864,30000,30000
