episode,reward,avg10,eval_reward,best_eval,critic_loss,actor_loss,steps,replay_size,grad_cosine,tick_vs_direct_mse
1,3.0,3.0,,,0.0,0.0,4,4,,
2,10.0,6.5,,,0.0,0.0,15,15,,
3,3.0,5.333333333333333,,,0.0,0.0,19,19,,
4,6.0,5.5,,,0.0,0.0,26,26,,
5,3.0,5.0,,,0.0,0.0,30,30,,
6,3.0,4.666666666666667,,,0.0,0.0,34,34,,
7,5.0,4.714285714285714,,,0.0,0.0,40,40,,
8,5.0,4.75,,,0.0,0.0,46,46,,
9,4.0,4.666666666666667,,,0.0,0.0,51,51,,
10,4.0,4.6,,,0.0,0.0,56,56,,
11,3.0,4.6,,,0.0,0.0,60,60,,
12,11.0,4.7,,,0.0,0.0,72,72,,
13,3.0,4.7,,,0.0,0.0,76,76,,
14,2.0,4.3,,,0.0,0.0,79,79,,
15,2.0,4.2,,,0.0,0.0,82,82,,
16,16.0,5.5,,,0.0,0.0,99,99,,
17,7.0,5.7,,,0.0,0.0,107,107,,
18,5.0,5.7,,,0.0,0.0,113,113,,
19,5.0,5.8,,,0.0,0.0,119,119,,
20,6.0,6.0,,,0.0,0.0,126,126,,
21,2.0,5.9,,,0.0,0.0,129,129,,
22,6.0,5.4,,,0.0,0.0,136,136,,
23,2.0,5.3,,,0.0,0.0,139,139,,
24,2.0,5.3,,,0.0,0.0,142,142,,
25,4.0,5.5,,,0.0,0.0,147,147,,
26,5.0,4.4,,,0.0,0.0,153,153,,
27,3.0,4.0,,,0.0,0.0,157,157,,
28,3.0,3.8,,,0.0,0.0,161,161,,
29,2.0,3.5,,,0.0,0.0,164,164,,
30,5.0,3.4,,,0.0,0.0,170,170,,
31,7.0,3.9,,,0.0,0.0,178,178,,
32,4.0,3.7,,,0.0,0.0,183,183,,
33,5.0,4.0,,,0.0,0.0,189,189,,
34,3.0,4.1,,,0.0,0.0,193,193,,
35,4.0,4.1,,,0.0,0.0,198,198,,
36,2.0,3.8,,,0.0,0.0,201,201,,
37,9.0,4.4,,,0.0,0.0,211,211,,
38,3.0,4.4,,,0.0,0.0,215,215,,
39,5.0,4.7,,,0.0,0.0,221,221,,
40,5.0,4.7,,,0.0,0.0,227,227,,
41,3.0,4.3,,,0.0,0.0,231,231,,
42,2.0,4.1,,,0.0,0.0,234,234,,
43,2.0,3.8,,,0.0,0.0,237,237,,
44,8.0,4.3,,,0.0,0.0,246,246,,
45,7.0,4.6,,,0.0,0.0,254,254,,
46,3.0,4.7,,,0.0,0.0,258,258,,
47,4.0,4.2,,,0.0,0.0,263,263,,
48,2.0,4.1,,,0.0,0.0,266,266,,
49,4.0,4.0,,,0.0,0.0,271,271,,
50,6.0,4.1,,,0.0,0.0,278,278,,
51,2.0,4.0,,,0.0,0.0,281,281,,
52,3.0,4.1,,,0.0,0.0,285,285,,
53,2.0,4.1,,,0.0,0.0,288,288,,
54,4.0,3.7,,,0.0,0.0,293,293,,
55,3.0,3.3,,,0.0,0.0,297,297,,
56,2.0,3.2,,,0.0,0.0,300,300,,
57,5.0,3.3,,,0.0,0.0,306,306,,
58,3.0,3.4,,,0.0,0.0,310,310,,
59,7.0,3.7,,,0.0,0.0,318,318,,
60,6.0,3.7,,,0.0,0.0,325,325,,
61,2.0,3.7,,,0.0,0.0,328,328,,
62,2.0,3.6,,,0.0,0.0,331,331,,
63,10.0,4.4,,,0.0,0.0,342,342,,
64,5.0,4.5,,,0.0,0.0,348,348,,
65,3.0,4.5,,,0.0,0.0,352,352,,
66,2.0,4.5,,,0.0,0.0,355,355,,
67,6.0,4.6,,,0.0,0.0,362,362,,
68,10.0,5.3,,,0.0,0.0,373,373,,
69,3.0,4.9,,,0.0,0.0,377,377,,
70,8.0,5.1,,,0.0,0.0,386,386,,
71,2.0,5.1,,,0.0,0.0,389,389,,
72,3.0,5.2,,,0.0,0.0,393,393,,
73,17.0,5.9,,,0.0,0.0,411,411,,
74,3.0,5.7,,,0.0,0.0,415,415,,
75,3.0,5.7,,,0.0,0.0,419,419,,
76,5.0,6.0,,,0.0,0.0,425,425,,
77,3.0,5.7,,,0.0,0.0,429,429,,
78,14.0,6.1,,,0.0,0.0,444,444,,
79,9.0,6.7,,,0.0,0.0,454,454,,
80,7.0,6.6,,,0.0,0.0,462,462,,
81,6.0,7.0,,,0.0,0.0,469,469,,
82,9.0,7.6,,,0.0,0.0,479,479,,
83,2.0,6.1,,,0.0,0.0,482,482,,
84,5.0,6.3,,,0.0,0.0,488,488,,
85,2.0,6.2,,,0.0,0.0,491,491,,
86,13.0,7.0,,,0.0,0.0,505,505,,
87,5.0,7.2,,,0.0,0.0,511,511,,
88,11.0,6.9,,,0.0,0.0,523,523,,
89,9.0,6.9,,,0.0,0.0,533,533,,
90,8.0,7.0,,,0.0,0.0,542,542,,
91,3.0,6.7,,,0.0,0.0,546,546,,
92,3.0,6.1,,,0.0,0.0,550,550,,
93,4.0,6.3,,,0.0,0.0,555,555,,
94,4.0,6.2,,,0.0,0.0,560,560,,
95,3.0,6.3,,,0.0,0.0,564,564,,
96,6.0,5.6,,,0.0,0.0,571,571,,
97,6.0,5.7,,,0.0,0.0,578,578,,
98,4.0,5.0,,,0.0,0.0,583,583,,
99,7.0,4.8,,,0.0,0.0,591,591,,
100,3.0,4.3,,,0.0,0.0,595,595,,
101,10.0,5.0,,,0.0,0.0,606,606,,
102,7.0,5.4,,,0.0,0.0,614,614,,
103,3.0,5.3,,,0.0,0.0,618,618,,
104,4.0,5.3,,,0.0,0.0,623,623,,
105,5.0,5.5,,,0.0,0.0,629,629,,
106,3.0,5.2,,,0.0,0.0,633,633,,
107,9.0,5.5,,,0.0,0.0,643,643,,
108,4.0,5.5,,,0.0,0.0,648,648,,
109,11.0,5.9,,,0.0,0.0,660,660,,
110,2.0,5.8,,,0.0,0.0,663,663,,
111,2.0,5.0,,,0.0,0.0,666,666,,
112,3.0,4.6,,,0.0,0.0,670,670,,
113,3.0,4.6,,,0.0,0.0,674,674,,
114,6.0,4.8,,,0.0,0.0,681,681,,
115,7.0,5.0,,,0.0,0.0,689,689,,
116,6.0,5.3,,,0.0,0.0,696,696,,
117,2.0,4.6,,,0.0,0.0,699,699,,
118,6.0,4.8,,,0.0,0.0,706,706,,
119,11.0,4.8,,,0.0,0.0,718,718,,
120,5.0,5.1,,,0.0,0.0,724,724,,
121,5.0,5.4,,,0.0,0.0,730,730,,
122,4.0,5.5,,,0.0,0.0,735,735,,
123,10.0,6.2,,,0.0,0.0,746,746,,
124,9.0,6.5,,,0.0,0.0,756,756,,
125,2.0,6.0,,,0.0,0.0,759,759,,
126,5.0,5.9,,,0.0,0.0,765,765,,
127,6.0,6.3,,,0.0,0.0,772,772,,
128,4.0,6.1,,,0.0,0.0,777,777,,
129,4.0,5.4,,,0.0,0.0,782,782,,
130,8.0,5.7,,,0.0,0.0,791,791,,
131,5.0,5.7,,,0.0,0.0,797,797,,
132,3.0,5.6,,,0.0,0.0,801,801,,
133,6.0,5.2,,,0.0,0.0,808,808,,
134,3.0,4.6,,,0.0,0.0,812,812,,
135,3.0,4.7,,,0.0,0.0,816,816,,
136,5.0,4.7,,,0.0,0.0,822,822,,
137,3.0,4.4,,,0.0,0.0,826,826,,
138,2.0,4.2,,,0.0,0.0,829,829,,
139,6.0,4.4,,,0.0,0.0,836,836,,
