episode,reward,avg10,eval_reward,critic_loss,actor_loss,steps,replay_size
1,-1053.4222369109339,-1053.4222369109339,,0.0,0.0,200,200
2,-1204.139695154813,-1128.7809660328735,,0.0,0.0,400,400
3,-1105.3400554578507,-1120.9673291745326,,0.0,0.0,600,600
4,-1169.1579231396654,-1133.0149776658159,,0.0,0.0,800,800
5,-1371.1189273165603,-1180.6357675959648,,0.5155516862869263,2.184229612350464,1000,1000
6,-893.0519382703236,-1132.7051293750244,,0.05008896516752429,0.9956831057369709,1200,1200
7,-1517.2104961341256,-1187.6344674834675,,0.008589461167575791,1.2785721683502198,1400,1400
8,-1721.198803436746,-1254.3300094776273,,0.011752029865747318,1.5463323843479158,1600,1600
9,-1620.7823084011964,-1295.046931580246,,0.017328553568804635,1.8560262930393219,1800,1800
10,-1606.7755027667693,-1326.2197886988984,-1583.8331900978194,0.02388435612374451,2.1405376136302947,2000,2000
11,-1572.3994758869405,-1378.117512596499,,0.03049135783163365,2.4670929646492006,2200,2200
12,-1582.1768623784412,-1415.9212293188618,,0.03604386815568432,2.789126648902893,2400,2400
13,-1600.605941330356,-1465.4478179061123,,0.04181406088522635,3.110510919094086,2600,2600
14,-1520.154357674497,-1500.5474613595957,,0.05991637519735377,3.4353093218803408,2800,2800
15,-1619.4787187210363,-1525.3834405000432,,0.06809220723807811,3.79017840385437,3000,3000
16,-1618.1755615232264,-1597.8958028253335,,0.08111563987564295,4.11790753364563,3200,3200
17,-1530.5032299376867,-1599.2250762056897,,0.08604960633674637,4.441148729324341,3400,3400
18,-966.5484156413678,-1523.760037426152,,0.1032082684908528,4.715390000343323,3600,3600
19,-923.7634079688053,-1454.0581473829127,,0.11016008754726499,4.907271642684936,3800,3800
20,-1270.6701209554562,-1420.4476092017812,-1078.2108534014128,0.12740018581971527,5.100120763778687,4000,4000
21,-1345.4554299579825,-1397.7532046088857,,0.15960315950680523,5.288746500015259,4200,4200
22,-702.3322074506606,-1309.7687391161076,,0.1497720214421861,5.500537686347961,4400,4400
23,-801.8617445479359,-1229.8943194378655,,0.1722930057439953,5.6833728361129765,4600,4600
24,-648.4310667841423,-1142.7219903488299,,0.19262975464574994,5.786621279716492,4800,4800
25,-1233.6055766415463,-1104.1346761408809,,0.18744948180858045,5.916674842834473,5000,5000
26,-1227.9720494894477,-1065.1143249375032,,0.21299274049699307,6.101815266609192,5200,5200
27,-610.3200225808262,-973.0960042018172,,0.20434418288059533,6.23867509841919,5400,5400
28,-1504.885308272621,-1026.9296934649424,,0.22615288133732975,6.431419930458069,5600,5600
29,-982.4432087923327,-1032.797673547295,,0.237704785480164,6.6463039684295655,5800,5800
30,-689.3111793295944,-974.6617793847088,-580.7545916732611,0.22573454627767206,6.800062298774719,6000,6000
31,-545.1303944804505,-894.6292758369558,,0.2456354423146695,6.878629856109619,6200,6200
32,-542.5450543034227,-878.6505605222319,,0.24542629290372134,6.952649126052856,6400,6400
33,-1509.640235845577,-949.4284096519962,,0.26484760413877667,7.121161680221558,6600,6600
34,-1500.4109869719437,-1034.6264016707762,,0.28305936289019884,7.366977281570435,6800,6800
35,-15.895383881747458,-912.8553823947963,,0.2817664845148101,7.523010969161987,7000,7000
36,-276.21896595369316,-817.6800740412209,,0.33990379463881254,7.526147742271423,7200,7200
37,-534.8587025524954,-810.1339420383879,,0.3207023272104561,7.528162798881531,7400,7400
38,-9.461559031458568,-660.5915671142717,,0.355876076919958,7.504373631477356,7600,7600
39,-1213.1925250929128,-683.6664987443295,,0.3398250565584749,7.646316871643067,7800,7800
40,-133.008024660184,-628.0361832773885,-361.74901582544106,0.36291000196710227,7.721033072471618,8000,8000
41,-258.7357723051822,-599.3967210598616,,0.4025595997553319,7.686014456748962,8200,8200
42,-271.70965549837285,-572.3131811793567,,0.36597493312321605,7.7027758741378785,8400,8400
43,-132.75191694709363,-434.62434928950836,,0.37324341292493046,7.687458004951477,8600,8600
44,-7.172078962395406,-285.30045848855355,,0.4014342402946204,7.676733994483948,8800,8800
45,-270.7257873112005,-310.78349883149883,,0.3821281444374472,7.667170009613037,9000,9000
46,-1500.1263685553133,-433.1742390916608,,0.37879202591255307,7.7137870645523074,9200,9200
47,-131.77379016841465,-392.8657478532528,,0.37856301839463413,7.837811403274536,9400,9400
48,-406.3989979058881,-432.55949174069576,,0.3897750235069543,7.842941627502442,9600,9600
49,-134.64608211088728,-324.7048474424932,,0.4514123600721359,7.792349820137024,9800,9800
50,-397.9150393935513,-351.19554891582993,-167.54970233014276,0.3727288001403213,7.802731528282165,10000,10000
51,-305.94334846872135,-355.9163065321839,,0.4249493049737066,7.840926418304443,10200,10200
52,-383.3068806946582,-367.0760290518124,,0.4281723160482943,7.796928825378418,10400,10400
53,-128.97866750716514,-366.6987041078195,,0.43278381328098475,7.792144651412964,10600,10600
54,-271.36260928246014,-393.11775713982604,,0.3646712367143482,7.713776588439941,10800,10800
55,-132.61081908649282,-379.3062603173553,,0.4323442935664207,7.725921111106873,11000,11000
56,-130.8819701017526,-242.38182047199916,,0.43102285657078027,7.683991899490357,11200,11200
57,-377.7962341005238,-266.98406486521003,,0.405101728644222,7.641627831459045,11400,11400
58,-293.1513740563851,-255.65930248025978,,0.3861121081095189,7.745873465538025,11600,11600
59,-252.43446357828284,-267.4381406269993,,0.5497326289489866,7.750212812423706,11800,11800
60,-265.16884377075894,-254.1635210647201,-284.4553684525879,0.3749898744560778,7.740363340377808,12000,12000
61,-378.9205785801113,-261.4612440758591,,0.4007632536906749,7.716004123687744,12200,12200
