episode,reward,avg10,eval_reward,critic_loss,actor_loss,steps,replay_size
126,-115.18937503826815,-131.7551523165664,,0.2858893042150885,2.154602041244507,25200,25200
127,-121.45730324070239,-132.45948343263402,,0.2866603903286159,2.0332129377126695,25400,25400
128,-246.43867525186573,-144.76655570383838,,0.27862200401723386,2.1140576469898225,25600,25600
129,-129.9718649217876,-145.2402758382139,,0.3118483687285334,2.166571251749992,25800,25800
130,-247.1089294817136,-157.63488806913273,-80.04034105128073,0.24612003037706018,2.0495022344589233,26000,26000
131,-231.9597621571712,-180.7150857953455,,0.2018598674889654,2.0356271195411684,26200,26200
132,-232.19594894338945,-180.68405556585003,,0.3875625098869204,1.9673872470855713,26400,26400
133,-242.46443042889285,-181.0437743957936,,0.26413009529933335,1.9256457847356796,26600,26600
134,-122.30502389206617,-181.33802611503214,,0.2966874372586608,2.0382379519939424,26800,26800
135,-124.35665750378904,-181.34479708596461,,0.2558162561710924,1.8563485002517701,27000,27000
136,-2.035745524262532,-170.02943413456404,,0.33373413763940335,1.8579096919298173,27200,27200
137,-125.10521625100124,-170.3942254355939,,0.2568182969186455,1.8188624751567841,27400,27400
138,-237.96163918282522,-169.54652182868986,,0.21285093179903924,1.7888772970438003,27600,27600
139,-115.23423634137579,-168.07275897064872,,0.2603642572462559,1.7818301868438722,27800,27800
140,-121.07570239651596,-155.46943626212894,-146.90434255123415,0.30096288678236305,1.733059961795807,28000,28000
141,-235.81481761389,-155.85494180780083,,0.2389390339422971,1.700116457939148,28200,28200
142,-118.72145287838288,-144.50749220130018,,0.21657400532625615,1.6202218693494796,28400,28400
143,-117.52970222951949,-132.01401938136283,,0.23354768195189535,1.710902288556099,28600,28600
144,-115.26387875513979,-131.30990486767018,,0.20666512147523464,1.5815578803420067,28800,28800
145,-231.9804099136755,-142.07228010865884,,0.2083876704145223,1.5543696248531342,29000,29000
146,-115.43924002364538,-153.41262955859713,,0.2333042674791068,1.5387290731072425,29200,29200
147,-116.54491373522056,-152.55659930701904,,0.26592131684534254,1.5692699426412582,29400,29400
148,-229.30367993478322,-151.69080338221485,,0.2578848048765212,1.5297006785869598,29600,29600
149,-117.32180320133963,-151.89956006821126,,0.22041860212571918,1.4326436746120452,29800,29800
150,-123.08856633844306,-152.10084646240395,-163.08323672895494,0.2305630057863891,1.3962327232956886,30000,30000
