episode,reward,avg10,eval_reward,best_eval,critic_loss,actor_loss,steps,replay_size,grad_cosine,tick_vs_direct_mse
1,-43.7808464982419,-43.7808464982419,,,0.0,0.0,50,50,,
2,-41.34435674770079,-42.56260162297134,,,0.0,0.0,100,100,,
3,-40.57678079615989,-41.900661347367524,,,0.0,0.0,150,150,,
4,-38.14757248883626,-40.96238913273471,,,0.0,0.0,200,200,,
5,-38.87537537587258,-40.54498638136228,,,0.0,0.0,250,250,,
6,-42.425970894272496,-40.85848380018065,,,0.0,0.0,300,300,,
7,-45.72728760963446,-41.5540272015312,,,0.0,0.0,350,350,,
8,-38.382600216284935,-41.15759882837541,,,0.0,0.0,400,400,,
9,-45.263845428689535,-41.61384845063254,,,0.0,0.0,450,450,,
10,-40.70754974136055,-41.523218579705336,,,0.0,0.0,500,500,,
11,-49.74331912353962,-42.11946584223511,,,0.0,0.0,550,550,,
12,-48.28121683305162,-42.8131518507702,,,0.0,0.0,600,600,,
13,-43.45469728317551,-43.10094349947176,,,0.0,0.0,650,650,,
14,-47.37278165229215,-44.023464415817344,,,0.0,0.0,700,700,,
15,-39.158875689417876,-44.05181444717188,,,0.0,0.0,750,750,,
16,-45.522946257479,-44.36151198349253,,,0.0,0.0,800,800,,
17,-45.02151721836874,-44.29093494436596,,,0.0,0.0,850,850,,
18,-39.64319279106794,-44.41699420184425,,,0.0,0.0,900,900,,
19,-46.80412467185361,-44.57102212616066,,,0.0,0.0,950,950,,
20,-46.86489705208875,-45.186756857233476,,,1.8456974029541016,0.0,1000,1000,,
21,-22.87431474488205,-42.499856419367724,,,0.8533847832679748,0.5435479801893234,1050,1050,,
22,-66.54115393329646,-44.32585012939221,,,0.5560633325576783,0.7482332730293274,1100,1100,,
23,-81.65726223069072,-48.146106624143734,,,0.431322563290596,0.9142406725883484,1150,1150,,
24,-10.305022113397616,-44.43933067025428,,,0.3321305865049362,1.0127460861206055,1200,1200,,
25,-10.81081615534654,-41.60452471684714,,,0.26294951677322387,0.9806680703163146,1250,1250,,
26,-10.337649460195424,-38.085995037118785,,,0.20558197170495987,0.9098657631874084,1300,1300,,
27,-14.156464640443174,-34.99948977932623,,,0.14241790324449538,0.8281183195114136,1350,1350,,
28,-7.758344868513516,-31.81100498707079,,,0.10534251436591148,0.7685737919807434,1400,1400,,
29,-9.46721048850542,-28.077313568735967,,,0.07976768054068088,0.7102064681053162,1450,1450,,
30,-9.797328413627087,-24.370556704889804,,,0.06541660815477371,0.7054963541030884,1500,1500,,
31,-14.60675454133231,-23.543800684534826,,,0.06692457709461451,0.7096377205848694,1550,1550,,
32,-15.057297239759464,-18.395415015181126,,,0.055874716676771644,0.7427731513977051,1600,1600,,
33,-7.93087104650383,-11.022775896762436,,,0.058158006258308886,0.7458506464958191,1650,1650,,
34,-18.599490768377905,-11.852222762260467,,,0.05092307809740305,0.7689236688613892,1700,1700,,
35,-9.09649219226897,-11.68079036595271,,,0.05538976438343525,0.7759822201728821,1750,1750,,
36,-11.882175784185822,-11.835242998351749,,,0.057636978849768636,0.7931286692619324,1800,1800,,
37,-14.563767348985708,-11.875973269206003,,,0.0507526721060276,0.8095813512802124,1850,1850,,
38,-11.384579536880853,-12.238596736042737,,,0.05425120644271374,0.8391981291770935,1900,1900,,
39,-11.587106074888737,-12.45058629468107,,,0.04908672347664833,0.8511095857620239,1950,1950,,
40,-8.675729327678269,-12.338426386086187,,,0.06438871901482343,0.8812369990348816,2000,2000,,
41,-11.619053644565216,-12.039656296409477,,,0.05650601733475923,0.9016202592849731,2050,2050,,
42,-15.590157340187748,-12.092942306452306,,,0.055117241963744165,0.920017831325531,2100,2100,,
43,-7.074795354444924,-12.007334737246415,,,0.060260199084877966,0.9425739502906799,2150,2150,,
44,-9.901047796865853,-11.137490440095211,,,0.06413520533591509,0.9764406323432923,2200,2200,,
45,-11.386968655402262,-11.36653808640854,,,0.052925761006772515,0.9966148233413696,2250,2250,,
46,-6.418381019854981,-10.820158609975454,,,0.06207683838903904,1.0066516757011414,2300,2300,,
47,-13.328800176658781,-10.696661892742762,,,0.07404108732938766,1.038669159412384,2350,2350,,
48,-14.369762344630212,-10.995180173517697,,,0.058721597865223886,1.065884099006653,2400,2400,,
49,-14.396827248499525,-11.276152290878777,,,0.0629122693836689,1.0864807653427124,2450,2450,,
50,-11.008534161442958,-11.509432774255245,,,0.07241994716227054,1.1202822780609132,2500,2500,,
51,-11.87966846827126,-11.53549425662585,,,0.05754591878503561,1.1527863836288452,2550,2550,,
52,-11.635481004184006,-11.140026623025475,,,0.07834775105118752,1.1763454627990724,2600,2600,,
53,-11.071773426967404,-11.539724430277724,,,0.06994341865181923,1.1910016298294068,2650,2650,,
54,-17.450758471552547,-12.294695497746394,,,0.05803465008735657,1.2131055116653442,2700,2700,,
55,-8.628241662411089,-12.018822798447276,,,0.07430981412529945,1.2582720947265624,2750,2750,,
56,-17.973678957239507,-13.17435259218573,,,0.06735559917986393,1.2768177604675293,2800,2800,,
57,-14.702677187131735,-13.311740293233024,,,0.08596440058201552,1.3145194101333617,2850,2850,,
58,-17.29033997381239,-13.603798056151243,,,0.07535852439701557,1.3394968318939209,2900,2900,,
59,-17.143990534571245,-13.878514384758414,,,0.08149955794215202,1.3799435234069823,2950,2950,,
60,-7.728223815141845,-13.550483350128303,,,0.08678321257233619,1.408217191696167,3000,3000,,
61,-11.230517760711777,-13.485568279372353,,,0.08064882509410382,1.4179945945739747,3050,3050,,
62,-8.752453074165487,-13.197265486370503,,,0.0769423496723175,1.4462561416625976,3100,3100,,
