episode,reward,avg10,eval_reward,critic_loss,actor_loss,steps,replay_size
37,-639.937614460583,-732.9690416871248,,0.2579007887654006,6.999456257820129,7400,7400
38,-256.40216262388543,-661.3515017819693,,0.3073693458177149,7.01726191997528,7600,7600
39,-382.61730005433526,-633.840808584784,,0.27113902670331297,7.09965795993805,7800,7800
40,-127.27922301241198,-581.9655978025561,-243.74021405288806,0.28445717941969634,7.1517921781539915,8000,8000
41,-128.91739250928873,-530.7286333633889,,0.2897453438304365,7.042052412033081,8200,8200
42,-235.19697572464787,-481.0901067840265,,0.2828343254048377,7.091884770393372,8400,8400
43,-121.08632672637815,-430.4836150586286,,0.2804378262255341,7.064689564704895,8600,8600
44,-248.45976513922068,-373.91709266021155,,0.2712704251613468,7.006547865867614,8800,8800
45,-254.84344134774776,-317.0684911106686,,0.3056380536686629,7.040155396461487,9000,9000
46,-135.45175790486567,-253.0191959503364,,0.28931085038930177,7.033130159378052,9200,9200
47,-256.246493106997,-214.65008381497788,,0.33387703889980913,6.971360850334167,9400,9400
48,-255.0442008421517,-214.51428763680445,,0.3228121082019061,6.975259280204773,9600,9600
49,-276.03802574457654,-203.8563602058286,,0.3349617291986942,6.991523652076721,9800,9800
50,-372.0819563973097,-228.33663354431837,-319.41127420228787,0.3227517557051033,7.021607055664062,10000,10000
51,-258.98588392525886,-241.34348268591538,,0.3976383974123746,6.9451296997070315,10200,10200
52,-116.57027945766896,-229.4808130592175,,0.3139626524224877,6.966321120262146,10400,10400
53,-259.0425502496825,-243.27643541154794,,0.36376433602534236,6.9062426662445064,10600,10600
54,-284.28941732951375,-246.85940063057723,,0.38715042813681066,6.941904792785644,10800,10800
55,-259.2190892570578,-247.29696542150822,,0.3547003266401589,6.95056224822998,11000,11000
56,-257.11694768473524,-259.46348439949526,,0.3796185564622283,6.923598012924194,11200,11200
57,-258.729175786335,-259.71175266742904,,0.37608362790197136,6.880646648406983,11400,11400
58,-117.06888752652144,-245.914221335866,,0.33315609777346256,6.842764620780945,11600,11600
59,-2.607681857337304,-218.57118694714208,,0.31579931831918656,6.745715122222901,11800,11800
60,-126.34234729250063,-193.99722603666117,-38.30928719219342,0.38771616118960084,6.780272974967956,12000,12000
61,-259.693596966807,-194.06799734081596,,0.37819928634911776,6.72628378868103,12200,12200
62,-397.41626910458365,-222.15259630550744,,0.3806330093741417,6.676932692527771,12400,12400
63,-127.38524530421277,-208.98686581096044,,0.30939163305796685,6.648345985412598,12600,12600
64,-257.864558005766,-206.3443798785857,,0.36449233235791323,6.63330801486969,12800,12800
65,-258.32961280499933,-206.25543223337982,,0.3975440710783005,6.603049378395081,13000,13000
66,-129.97570780711402,-193.5413082456177,,0.3382935932464898,6.563833236694336,13200,13200
67,-3.555199976496015,-168.02391066463383,,0.37833772097714247,6.470905222892761,13400,13400
68,-377.94562202227877,-194.11158411420953,,0.35937957545742394,6.504679155349732,13600,13600
69,-123.6689033022255,-206.21770625869834,,0.4011170052550733,6.423666877746582,13800,13800
70,-0.30831758335586795,-193.61430328778388,-123.59253940607682,0.3722769827581942,6.304579286575318,14000,14000
71,-370.89654348809114,-204.7345979399123,,0.3686870795302093,6.3564400959014895,14200,14200
72,-0.5748761888555024,-165.0504586483395,,0.3761851972527802,6.29392605304718,14400,14400
73,-127.19728700027831,-165.03166281794603,,0.3150773448776454,6.173698992729187,14600,14600
74,-128.6114248973443,-152.10634950710386,,0.4060178485605866,6.208459539413452,14800,14800
75,-114.39335552011369,-137.71272377861527,,0.40121929852291943,6.080061078071594,15000,15000
76,-251.00270338361415,-149.8154233362653,,0.42905806228518484,6.0083634424209595,15200,15200
77,-260.56588048269447,-175.51649138688515,,0.3870750045776367,5.965921854972839,15400,15400
78,-125.42657520057065,-150.26458670471436,,0.3859217381104827,5.875979619026184,15600,15600
79,-119.7493060710239,-149.87262698159418,,0.38420585660263895,5.858242297172547,15800,15800
80,-274.6489492526819,-177.3066901485268,-163.66424520484296,0.3572595455311239,5.65833815574646,16000,16000
81,-119.00213373632441,-152.1172491733501,,0.36635068475268784,5.594026875495911,16200,16200
82,-4.45082798345066,-152.50484435280964,,0.33910667188465593,5.48628909111023,16400,16400
83,-117.76480936622477,-151.56159658940427,,0.3341895108763129,5.423416185379028,16600,16600
84,-130.08300755807699,-151.7087548554776,,0.3899957196414471,5.254233651161194,16800,16800
85,-126.60769113545886,-152.9301884170121,,0.3531502783484757,5.217717595100403,17000,17000
86,-130.14472844005468,-140.84439092265615,,0.3931526444479823,5.14991307258606,17200,17200
87,-244.99573983484063,-139.28737685787075,,0.40562853051349523,4.995254878997803,17400,17400
88,-2.1164836804520966,-126.95636770585891,,0.4307757573761046,5.009792385101318,17600,17600
89,-238.61001455757338,-138.84243855451385,,0.36004186009988187,4.885974791049957,17800,17800
90,-236.83256491184616,-135.0608001204303,-119.10281409645937,0.42413553036749363,4.81114373922348,18000,18000
91,-1.5678656614416961,-123.31737331294198,,0.3969908870011568,4.578443315029144,18200,18200
92,-120.06556338542997,-134.87884685313992,,0.3622675562649965,4.5357027745246885,18400,18400
93,-126.91067153004688,-135.7934330695221,,0.49469455156475306,4.3388748717308045,18600,18600
94,-124.64467199485308,-135.24959951319974,,0.3659398424625397,4.267504417896271,18800,18800
95,-274.22379615474796,-150.01121001512865,,0.44954496743157507,4.2025828504562375,19000,19000
96,-260.0292994873661,-162.9996671198598,,0.3100840638205409,3.991393849849701,19200,19200
97,-244.79132805927378,-162.97922594230312,,0.4673691037110984,3.94605966091156,19400,19400
98,-127.04343183056027,-175.4719207573139,,0.3789559707790613,3.829999711513519,19600,19600
99,-117.8632812105762,-163.39724742261419,,0.4077980841882527,3.6880940222740173,19800,19800
100,-117.1189079984484,-151.42588173127442,-170.07011751785845,0.40301700595766304,3.386484885215759,20000,20000
101,-0.9191341078968543,-151.36100857591993,,0.3817637323774397,3.2983010637760164,20200,20200
102,-365.26105193423643,-175.8805574308006,,0.3917547319829464,3.1835937666893006,20400,20400
103,-247.92188587049165,-187.98167886484507,,0.38524801896885036,3.1426124358177185,20600,20600
104,-241.27594932375018,-199.64480659773477,,0.4004853906482458,2.9771887385845184,20800,20800
105,-121.9906654415813,-184.42149352641812,,0.4310696165636182,2.830364053249359,21000,21000
106,-124.00262064266698,-170.8188256419482,,0.4199691795371473,2.782907557487488,21200,21200
107,-119.90844290502953,-158.33053712652378,,0.37336291681975126,2.7165469574928283,21400,21400
108,-238.33963388565542,-169.4601573320333,,0.4644275549054146,2.582727562189102,21600,21600
109,-262.916924551665,-183.9655216661422,,0.4545473353564739,2.6047031688690185,21800,21800
110,-123.04052117279707,-184.55768298357705,-205.54338350335556,0.387257463298738,2.4946163523197176,22000,22000
111,-122.59122113707093,-196.72489168649446,,0.37224919628351927,2.291676195859909,22200,22200
112,-126.22782526944802,-172.8215690200156,,0.41706047087907794,2.2374218320846557,22400,22400
113,-252.15265780904986,-173.24464621387142,,0.2943350202776492,2.1067852175235746,22600,22600
114,-129.17084458434852,-162.0341357399313,,0.4827019639313221,1.9052519714832306,22800,22800
115,-241.98695869345525,-174.03376506511867,,0.38987891364842653,1.827961866259575,23000,23000
116,-241.0777893780932,-185.7412819386613,,0.4355452162772417,1.7615722286701203,23200,23200
117,-234.26858837551646,-197.17729648570997,,0.43843886770308016,1.6295554061233997,23400,23400
118,-1.16105784999777,-173.4594388821442,,0.37524912506341934,1.5128027899563312,23600,23600
119,-231.45954620555096,-170.31370104753282,,0.44152606597170235,1.3303069414198399,23800,23800
120,-115.09266240260322,-169.51891517051345,-82.37435428627238,0.3384892653487623,1.220614338517189,24000,24000
121,-118.33869103791041,-169.09366216059738,,0.5434640696272254,1.1180777062475682,24200,24200
122,-125.62115806872642,-169.0329954405252,,0.3722211940959096,1.080806213915348,24400,24400
123,-126.80829021528089,-156.49855868114832,,0.39027049316093326,0.7816315449774265,24600,24600
124,-127.0621717354686,-156.28769139626033,,0.41965585872530936,0.7922130785137415,24800,24800
125,-123.67879960427416,-144.45687548734222,,0.35770722819492223,0.7845733109861612,25000,25000
126,-261.5455339531128,-146.50364994484417,,0.45318647973239423,0.6227571247145534,25200,25200
127,-120.96911148575379,-135.1737022558679,,0.4095402856357396,0.6671302447468043,25400,25400
128,-126.68920557784293,-147.7265170286524,,0.45059087229892614,0.5974786904454231,25600,25600
129,-244.09458836023552,-148.9900212441209,,0.3702620270103216,0.5642864093557001,25800,25800
130,-247.54911439598598,-162.23566644345914,-162.13358435610266,0.3910762591101229,0.5157243570685387,26000,26000
131,-121.73744204662412,-162.57554154433052,,0.41489986920729277,0.3794340795278549,26200,26200
132,-270.7750362727361,-177.0909293647315,,0.4461278069205582,0.4288253255933523,26400,26400
133,-119.0872231715222,-176.3188226603556,,0.4505035785585642,0.38248213540762666,26600,26600
134,-232.4031210242317,-186.85291758923194,,0.3657471215724945,0.3608858412504196,26800,26800
135,-229.75796246942883,-197.46083387574737,,0.42478314533829686,0.2898270442336798,27000,27000
136,-241.11938318081076,-195.4182187985172,,0.3813783646374941,0.23275191582739352,27200,27200
137,-120.28129462844157,-195.34943711278595,,0.37296341337263583,0.19769108846783637,27400,27400
138,-250.1598415083436,-207.69650070583603,,0.3308093533664942,0.013881503567099572,27600,27600
139,-232.34238174576916,-206.52128004438936,,0.3475769239105284,0.0977930746972561,27800,27800
140,-228.0796111345983,-204.57432971825062,-157.46791412402078,0.34200679605826734,-0.004426368623971939,28000,28000
141,-115.62360785645922,-203.96294629923415,,0.3373612327128649,-0.0261180180311203,28200,28200
142,-129.07970451113644,-189.79341312307417,,0.3875599491223693,-0.20641098134219646,28400,28400
143,-233.83644488539238,-201.26833529446122,,0.4621201227232814,-0.19346647903323175,28600,28600
144,-0.23701199350303037,-178.05172439138835,,0.4029600831121206,-0.21188978649675846,28800,28800
145,-122.61750438197329,-167.33767858264278,,0.3629832538589835,-0.24456743266433478,29000,29000
146,-259.4625852480005,-169.17199878936177,,0.3147003843449056,-0.35187426052987575,29200,29200
147,-114.99500152507312,-168.6433694790249,,0.31462574388831854,-0.4377705613523722,29400,29400
148,-350.47677502698997,-178.67506283088954,,0.35325481662526725,-0.4571118639409542,29600,29600
149,-115.67828105844491,-167.0086527621571,,0.31729325072839853,-0.6160729473084211,29800,29800
150,-119.0711809140489,-156.10780974010217,-116.14032815470019,0.40651398953050377,-0.6941827619075776,30000,30000
