episode,reward,avg10,eval_reward,critic_loss,actor_loss,steps,replay_size
84,-122.54140535953957,-202.3380300286852,,0.535280124451965,4.196328220367431,16800,16800
85,-118.75175502340994,-189.63507649524814,,0.4596468766406179,3.9671618509292603,17000,17000
86,-126.66896328264998,-189.90589963708535,,0.5591509608924389,3.790471923351288,17200,17200
87,-1059.6519428383713,-270.96985380422893,,0.5377785361744464,3.8005819487571717,17400,17400
88,-353.809289412098,-294.64455393599053,,0.573400415610522,3.760379946231842,17600,17600
89,-374.6223605800514,-320.0872759338966,,0.5003286115638912,3.6664669370651244,17800,17800
90,-118.07426203743056,-266.35722072758574,-869.0545952550905,0.503530156519264,3.6442693400382997,18000,18000
91,-120.55049659196278,-265.6748106306093,,0.43340137995779515,3.518281030654907,18200,18200
92,-370.7550297667125,-302.7087699403075,,0.5892874208278954,3.4757606315612795,18400,18400
93,-379.36415858563805,-314.4789663477864,,0.5281545457616449,3.341190115213394,18600,18600
94,-243.67891330825378,-326.5927171426578,,0.4618211881816387,3.327994697093964,18800,18800
95,-115.67780829718528,-326.28532247003534,,0.5211254834756255,3.0801933467388154,19000,19000
96,-125.69286768538282,-326.1877129103087,,0.5872018532641232,3.027472652196884,19200,19200
97,-358.7340296232128,-256.09592158879275,,0.5818679997138679,2.975220756530762,19400,19400
98,-124.40773385153437,-233.15576603273644,,0.527847514897585,2.8970401179790497,19600,19600
99,-233.65101214765608,-219.0586311894969,,0.43772699126973746,2.7503501588106154,19800,19800
100,-1.6145904874523735,-207.41266403449913,-79.29696295613914,0.4269580507092178,2.7625103175640104,20000,20000
101,-115.75718019997484,-206.93333239530028,,0.49817862087860704,2.4742715471982955,20200,20200
102,-237.60834747058968,-193.61866416568802,,0.5142594815418124,2.656373039484024,20400,20400
103,-128.36477626199263,-168.51872593332345,,0.47830049697309734,2.3823697185516357,20600,20600
104,-117.78363852795401,-155.9291984552935,,0.5452796260267496,2.3122122514247896,20800,20800
105,-243.55833690793352,-168.71725131636833,,0.5383677253685891,2.2039569655060767,21000,21000
106,-1.8654540889860773,-156.33450995672865,,0.4632165117934346,2.1164044907689092,21200,21200
107,-0.38148077149360476,-120.49925507155675,,0.5334800303541124,1.9852901351451875,21400,21400
108,-225.88801868306962,-130.64728355471024,,0.5736466205306351,1.9309430326521397,21600,21600
109,-123.24280089190664,-119.60646242913529,,0.502865114416927,1.8858565306663513,21800,21800
110,-250.29255174594888,-144.47425855498494,-80.81299325264007,0.426355306468904,1.8605535161495208,22000,22000
111,-244.21664432078057,-157.32020496706554,,0.4839731941744685,1.7014018130302428,22200,22200
112,-245.80069123354386,-158.13943934336095,,0.4680592559464276,1.6258317664265634,22400,22400
113,-116.66149330558555,-156.96911104772022,,0.4981357018277049,1.6447224521636963,22600,22600
114,-224.85613124404603,-167.67636031932943,,0.4504474782757461,1.4413798719644546,22800,22800
115,-116.9977760569103,-155.02030423422713,,0.42208910632878544,1.4052676291763782,23000,23000
116,-1.0378820198479974,-154.9375470273133,,0.46245747795328496,1.2543097861111163,23200,23200
117,-341.7488429760767,-189.07428324777163,,0.5668649819307029,1.2296654510498046,23400,23400
118,-122.13823051857996,-178.69930443132267,,0.40070061706006527,1.1478280578553677,23600,23600
119,-280.69555007711233,-194.44457934984322,,0.38423525040969253,0.9816558310389518,23800,23800
120,-231.10381691965011,-192.52570586721333,-158.19880709495786,0.5488022474199533,0.9819368947297334,24000,24000
121,-233.8229508084865,-191.48633651598394,,0.47701700842007994,0.8552990067005157,24200,24200
122,-116.20015011897247,-178.52628240452677,,0.49189798267558216,0.6697918985784054,24400,24400
123,-117.3691085889703,-178.59704393286526,,0.45735433902591466,0.6996684730052948,24600,24600
124,-117.14142559705644,-167.82557336816632,,0.5090708618983626,0.5759005287662149,24800,24800
125,-130.90165899199536,-169.21596166167484,,0.42109549751505254,0.39456420835107564,25000,25000
126,-2.212334706208609,-169.33340693031087,,0.3209995422512293,0.3271002407371998,25200,25200
127,-244.91416554662516,-159.64993918736573,,0.3794756051339209,0.3287172429263592,25400,25400
128,-223.31121164512874,-169.76723730002058,,0.48842864464968444,0.31382081635296344,25600,25600
129,-115.95553075437796,-153.29323536774717,,0.4984801374003291,0.19655295498669148,25800,25800
130,-0.5201362169653254,-130.2348672974787,-76.83890009590138,0.4896226946078241,0.14055099576711655,26000,26000
131,-118.52494424666217,-118.70506664129626,,0.40311637552455065,0.01331540808081627,26200,26200
132,-121.47755374331747,-119.23280700373076,,0.49153398744761945,0.006342019066214562,26400,26400
133,-240.5240872271838,-131.5483048675521,,0.45946331540122626,-0.13371742248535157,26600,26600
134,-118.17861964860563,-131.65202427270702,,0.34826549228280784,-0.11772403173148632,26800,26800
135,-233.76414546301547,-141.93827291980907,,0.30217111691832543,-0.27661721371114256,27000,27000
136,-122.63331097300934,-153.9803705464891,,0.3566781316883862,-0.29708860129117964,27200,27200
137,-125.33874876446872,-142.02282886827348,,0.4209358779713511,-0.4626469597965479,27400,27400
138,-226.050742404146,-142.29678194417517,,0.4312598497234285,-0.35255312502384184,27600,27600
139,-228.04353706873144,-153.50558257561053,,0.3737379722669721,-0.4925644801557064,27800,27800
140,-127.33358791815841,-166.18692774572986,-197.44585051512948,0.3192702362127602,-0.5370635935664176,28000,28000
141,-124.41105853649896,-166.77553917471354,,0.4082177263312042,-0.6600011233985424,28200,28200
142,-252.00119839261419,-179.8279036396432,,0.42527409540489314,-0.6076921578496695,28400,28400
143,-114.14660066277149,-167.19015498320198,,0.41902031753212216,-0.6350769494473935,28600,28600
144,-121.1060177985314,-167.48289479819454,,0.38356574898585677,-0.7609298410266638,28800,28800
145,-114.04967704068072,-155.51144795596105,,0.3631271089054644,-0.8520714266598225,29000,29000
146,-246.36313400974257,-167.88443025963437,,0.3772313980571926,-0.8121911784261465,29200,29200
147,-122.86662467011121,-167.63721785019862,,0.41302952587604524,-0.9852084343880415,29400,29400
148,-123.18075631371711,-157.35021924115574,,0.3719128335826099,-1.0500006410479545,29600,29600
149,-226.2986377915647,-157.1757293134391,,0.40274732643738387,-1.0357753267884255,29800,29800
150,-118.80393667432804,-156.32276418905604,-80.97058884327674,0.4551660945080221,-1.124378129914403,30000,30000
