episode,reward,avg10,eval_reward,best_eval,critic_loss,actor_loss,steps,replay_size,grad_cosine,tick_vs_direct_mse
1,-43.7808464982419,-43.7808464982419,,,0.0,0.0,50,50,,
2,-41.34435674770079,-42.56260162297134,,,0.0,0.0,100,100,,
3,-40.57678079615989,-41.900661347367524,,,0.0,0.0,150,150,,
4,-38.14757248883626,-40.96238913273471,,,0.0,0.0,200,200,,
5,-38.87537537587258,-40.54498638136228,,,0.0,0.0,250,250,,
6,-42.425970894272496,-40.85848380018065,,,0.0,0.0,300,300,,
7,-45.72728760963446,-41.5540272015312,,,0.0,0.0,350,350,,
8,-38.382600216284935,-41.15759882837541,,,0.0,0.0,400,400,,
9,-45.263845428689535,-41.61384845063254,,,0.0,0.0,450,450,,
10,-40.70754974136055,-41.523218579705336,,,0.0,0.0,500,500,,
11,-49.74331912353962,-42.11946584223511,,,0.0,0.0,550,550,,
12,-48.28121683305162,-42.8131518507702,,,0.0,0.0,600,600,,
13,-43.45469728317551,-43.10094349947176,,,0.0,0.0,650,650,,
14,-47.37278165229215,-44.023464415817344,,,0.0,0.0,700,700,,
15,-39.158875689417876,-44.05181444717188,,,0.0,0.0,750,750,,
16,-45.522946257479,-44.36151198349253,,,0.0,0.0,800,800,,
17,-45.02151721836874,-44.29093494436596,,,0.0,0.0,850,850,,
18,-39.64319279106794,-44.41699420184425,,,0.0,0.0,900,900,,
19,-46.80412467185361,-44.57102212616066,,,0.0,0.0,950,950,,
20,-46.86489705208875,-45.186756857233476,,,1.8456974029541016,0.0,1000,1000,,
21,-19.27369611161803,-42.13979455604132,,,0.85142853140831,0.543232855796814,1050,1050,,
22,-68.6079149735982,-44.17246437009599,,,0.5418239685893059,0.755189163684845,1100,1100,,
23,-83.36738794056272,-48.16373343583471,,,0.43051335752010345,0.9173613333702088,1150,1150,,
24,-8.221504616659466,-44.24860573227143,,,0.34035924568772313,1.0148728728294372,1200,1200,,
25,-10.578614014749876,-41.39057956480463,,,0.27198358803987505,0.9758270716667176,1250,1250,,
26,-9.341894139621907,-37.77247435301892,,,0.2093517182022333,0.8992897510528565,1300,1300,,
27,-13.86849831774223,-34.65717246295627,,,0.1431907368451357,0.8134564471244812,1350,1350,,
