0.0273956042 -0.00611215597 0.0358597934 0.0197368022 1 0
0.0272733625 -0.201729536 0.0362545289 0.32351476 0 1
0.0232387707 -0.00714207813 0.0427248217 0.042481862 0 1
0.02309593 0.187342003 0.0435744599 -0.236420751 1 0
0.0268427692 -0.00837453641 0.0388460457 0.0696822181 1 0
0.0266752783 -0.204031259 0.040239688 0.37436375 0 1
0.0225946531 -0.00950331613 0.0477269664 0.0946353301 1 0
0.0224045869 -0.205275685 0.049619671 0.401985884 0 1
0.018299073 -0.0108913518 0.0576593876 0.12535046 1 0
0.0180812459 -0.206789911 0.0601663999 0.435652435 1 0
0.0139454482 -0.402709693 0.0688794479 0.746678591 0 1
0.00589125464 -0.208602279 0.0838130191 0.476442456 0 1
0.0017192089 -0.0147575773 0.0933418646 0.211308241 0 1
0.00142405741 0.178914428 0.0975680351 -0.0505324453 0 1
0.00500234589 0.372511804 0.0965573862 -0.310907871 0 1
0.0124525819 0.566134989 0.0903392285 -0.571645975 0 1
0.0237752814 0.759881735 0.0789063051 -0.834557414 0 1
0.0389729179 0.953842163 0.0622151569 -1.10141838 1 0
0.058049757 0.757959247 0.0401867889 -0.789883018 0 1
0.073208943 0.952506959 0.0243891291 -1.06965721 1 0
0.0922590792 0.757071078 0.00299598486 -0.769420922 0 1
0.107400507 0.952151656 -0.0123924343 -1.06115973 1 0
0.126443535 0.757196009 -0.0336156264 -0.772391915 1 0
0.141587451 0.562552273 -0.0490634665 -0.490472466 0 1
